Dim0
[ -3.218891  -10.0910845]
[ 13.477788 -17.452646]
[-38.37078   16.631886]
[1.6372195 6.260014 ]
[16.912718  -7.9796576]
[ 2.9359174 -6.01925  ]
[  7.9024158 -11.770492 ]
[ 22.369463 -24.816683]
[ 21.021011 -23.447231]
[-73.72065   38.624184]
[  7.3530602 -12.922214 ]
[ 8.791841 28.16433 ]
[-0.70948976  4.537163  ]
[ 22.174511 -24.603224]
[12.473227 30.413477]
[-2.9563801 -9.9733715]
[ 5.257111 47.964966]
[19.95525 46.26889]
[14.544662 -9.818056]
[ 11.35237  -15.112396]
[ -9.382374 -14.808659]
[-76.24791   40.464817]
[ 22.369242 -24.817068]
[-1.0794033e-02 -1.3854726e+01]
[13.007597 29.732162]
[-0.5972065  8.102311 ]
[ -3.2878063 -17.048258 ]
[  3.1156974 -11.36412  ]
[-76.24791   40.464817]
[  0.3943245 -12.850337 ]
[  0.15732975 -12.69834   ]
[ 16.428493 -17.11098 ]
[ 11.722921 -14.41563 ]
[ -9.225367 -17.262556]
[  4.0502653 -11.679925 ]
[ 10.31089  -12.091443]
[-0.47683543  8.740249  ]
[ -9.328072 -15.080679]
[ 14.227764 -18.417805]
[ -2.4568453 -16.247908 ]
[  4.2587337 -11.682767 ]
[ 15.002832 -19.156582]
[ -3.6859782 -10.531611 ]
[-64.86931   32.213203]
[  4.8517637 -11.397139 ]
[  6.149948 -12.077752]
[ -0.76644886 -15.036764  ]
[16.969315  -7.9250784]
[ 22.17905  -24.606958]
[  6.8654113 -11.231799 ]
[ 15.242506 -13.827178]
[ -4.0949244 -17.646496 ]
[ 12.560667 -15.482214]
[ 22.050104 -24.484346]
[-75.886665  40.20325 ]
[ 0.86457175 46.114822  ]
[ 14.371376 -18.570938]
[  8.4381695 -12.690532 ]
[ -7.0749245 -17.703457 ]
[-76.22572   40.448658]
[  5.827181 -11.704037]
[  2.7128315 -11.44517  ]
[  4.6880784 -11.401239 ]
[-8.659688  15.3274355]
[18.12795  26.839142]
[-60.227375  29.20836 ]
[ 18.427599 -21.134708]
[ 22.171019 -24.598438]
[ 22.173649 -24.60863 ]
[16.910366 -7.981801]
[ 17.268496 -20.268297]
[-50.83725  23.30736]
[ 15.802545 -19.674452]
[  8.496371 -11.663688]
[ 10.343587 -13.139767]
[  9.918786 -11.731428]
[ 20.269886 -22.699707]
[  0.22875638 -13.390663  ]
[13.422845 29.145761]
[ 21.990562 -24.482979]
[ -6.528522 -18.121126]
[ 17.809347 -20.658882]
[  2.1441166 -11.45999  ]
[ 22.349169 -24.795103]
[-69.50814   35.556164]
[ 10.279343 -12.052677]
[20.088406 27.106178]
[ 15.173875 -13.490181]
[ 11.198793 -15.156616]
[  6.6314487 -12.083146 ]
[ 15.547207 -14.932817]
[-73.32963   38.339718]
[  0.37009892 -13.0500555 ]
[ 0.8091712 -4.600639 ]
[ -9.237183 -17.41916 ]
[ 10.09417 -11.2453 ]
[ -0.16906331 -14.187138  ]
[  0.5854755 -12.283257 ]
[ 6.4352818 34.38038  ]
[ 2.8080945 -5.27915  ]
[ -3.6533415 -17.402567 ]
[ 13.48131 -17.31721]
[  3.690827 -10.958741]
[ 2.0220609 15.491688 ]
[-76.24791   40.464817]
[ -9.442625 -15.218236]
[  0.39582852 -12.863029  ]
[ 22.498837 -24.959204]
[ 2.7207286 -5.772669 ]
[ 3.5648465 17.69627  ]
[16.891184 48.21149 ]
[ 14.25382  -18.439108]
[  1.2847505 -11.345994 ]
[  1.1602408 -12.039327 ]
[ 4.7256637 22.835142 ]
[ 17.84574  -20.682432]
[-71.43214  36.95744]
[  7.720853 -12.578457]
[  1.7304555 -11.602448 ]
[ 15.110535  -13.2300415]
[1.5844018 6.7988997]
[ 17.017197 -20.160824]
[  1.4926916 -10.352319 ]
[ 2.6627321 -7.198527 ]
[-69.63262  35.64677]
[10.8439455 28.909388 ]
[ 21.058292 -23.48406 ]
[16.914118  -7.9781017]
[  6.962299 -11.443346]
[1.6854676 7.839541 ]
[ 22.153975 -24.581581]
[-0.8242511 -5.7683773]
[ 6.9576726 25.572294 ]
[ 2.3634694 -0.4421366]
[ 22.270609 -24.707752]
[14.627647 -9.740197]
[  6.6982527 -11.231943 ]
[  5.5315986 -11.590289 ]
[ 7.0323496 25.777771 ]
[ 14.259871 -11.14521 ]
[ 2.5061777  -0.36638704]
[13.897051 -9.864067]
[ 11.038967 -13.300901]
[-75.98467   40.273647]
[ 22.261091 -24.698004]
[ 0.59951127 -2.335445  ]
[  8.547257 -12.904517]
[  9.544999 -13.227357]
[ 10.15944  -13.757557]
[-1.793699 -9.181752]
[14.566348 -9.804357]
[ 1.360672 43.098324]
[14.949373 -9.412866]
[  5.3316975 -11.526884 ]
[14.592082 28.139679]
[ 22.168427 -24.601864]
[-75.637085  40.020134]
[ 12.58269  -15.505987]
[ -9.43659  -16.252537]
[ 16.003977 -16.187422]
[ 16.678244 -20.038778]
[ 8.395614 32.48632 ]
[-76.24623  40.46358]
[ 19.609968 -22.128416]
[ 14.665153 -18.852455]
[ 18.397877 -21.002384]
[ 14.600905 -12.070095]
[  7.919167 -12.99822 ]
[ 11.16436  -13.440736]
[ -7.6978254 -17.861954 ]
[ 11.607293 -14.990773]
[ 16.737692 -18.112627]
[ 21.951944 -24.377756]
[ 22.2312   -24.664413]
[-76.24791   40.464817]
[ 10.68744  -12.504655]
[ 15.487647 -14.686296]
[  8.387044 -12.169716]
[-0.34937963  9.820934  ]
[ 22.41686  -24.869465]
[  0.02767847 -12.991902  ]
[ -9.209766 -17.167562]
[20.029919 27.143164]
[ 11.375023 -15.085249]
[ 22.120886 -24.548203]
[ 22.2876   -24.726065]
[ 10.723978 -12.614647]
[  6.7292247 -12.079177 ]
[ 16.091885 -16.369293]
[ -0.32544336 -14.393979  ]
[ 16.172926 -19.851635]
[ 2.3941596 -1.4157026]
[ 15.298227 -19.399292]
[  8.334803 -12.772581]
[ -0.67931676 -14.866553  ]
[ 12.74778  -15.829462]
[  9.714702 -11.559135]
[ -0.8453698 -15.099497 ]
[-23.426445  16.05122 ]
[ 15.426626 -19.505173]
[-76.24791   40.464817]
[ 22.253405 -24.688103]
[ 18.684937 -21.277962]
[15.067181 48.709057]
[ 15.342776 -14.29248 ]
[ 22.189743 -24.617565]
[ 12.546425 -15.442156]
[-74.162994  38.94635 ]
[  8.639781 -13.187967]
[  5.441768 -11.815992]
[ -3.547462 -10.354671]
[ 20.801605 -23.226456]
[  6.840896 -12.073922]
[ 14.186172 -10.55408 ]
[ -1.0261953 -15.253505 ]
[-76.24791   40.464817]
[ 10.299446 -13.829134]
[-0.9725707  6.3202205]
[ 22.330975 -24.773518]
[ 22.292221 -24.73183 ]
[0.0378619  0.74529773]
[ 22.341635 -24.785479]
[ 1.0250344 -5.0575705]
[-76.24791   40.464817]
[ 13.368358 -16.689528]
[ -0.5076488 -14.571428 ]
[ -0.05506434 -11.783964  ]
[ 22.26591  -24.702124]
[1.7464349 1.4000019]
[13.646689 28.794968]
[ 6.11181  23.487005]
[ 13.063899 -16.298101]
[  8.93978 -13.20269]
[ 13.463243 -17.081486]
[ 15.290041 -14.105851]
[  2.3185084 -11.618943 ]
[ 2.4284992 -5.8121986]
[ 22.271858 -24.708817]
[ 0.25297847 -0.08338688]
[ 7.652107 25.890657]
[ -5.9418488 -18.20883  ]
[-75.490135  39.91293 ]
[  6.8023005 -11.391104 ]
[ 13.876088 -17.99315 ]
[ 2.6842542 -4.884733 ]
[  7.433416 -12.812651]
[-0.61561453  8.421347  ]
[ -8.268    -17.773159]
[ 1.4940792 40.321346 ]
[ 22.30609  -24.747883]
[  1.5235963 -11.753176 ]
[  8.201665 -11.602074]
[ 2.2674553 -8.660795 ]
[ 13.842929 -17.952412]
[ 12.455673 -15.275883]
[-76.24791   40.464817]
[  4.6665587 -11.653859 ]
[  1.3379455 -11.692466 ]
[ 1.5432014 -9.731404 ]
[  1.55289  -11.742577]
[ -0.07071254 -13.980097  ]
[ 13.714191 -17.796167]
[ 20.116686 -22.555075]
[ 16.106173 -19.823078]
[ 0.9127822 -1.2481889]
[26.161509 36.762135]
[ 10.142632 -11.825003]
[ 21.83969 -24.26314]
[ 16.934174 -20.12863 ]
[-0.6297764  4.584787 ]
[24.497137 41.39835 ]
[ 19.402836 -21.954979]
[12.354239 30.541695]
[ 16.808289 -20.08265 ]
[-76.24791   40.464817]
[ 19.994947 -22.451464]
[17.17751  26.983633]
[  6.012521 -11.912988]
[ 11.08492  -14.233356]
[ 14.4833   -18.674206]
[ 10.67125  -12.486003]
[  3.6687868 -11.164747 ]
[-50.85923   23.320665]
[  0.18084672 -13.482936  ]
[14.3895855 -9.992901 ]
[  8.925791 -13.769353]
[  0.33903527 -13.163489  ]
[  6.210274 -12.039832]
[ 22.050875 -24.477442]
[  4.302809 -11.354795]
[ 22.273067 -24.711374]
[13.65075  28.806324]
[  6.1219196 -11.982389 ]
[ 22.201963 -24.63192 ]
[  2.1071987 -11.674838 ]
[ 2.458064   -0.98712087]
[  9.913117 -12.626745]
[  9.6919775 -12.25554  ]
[ 20.353874 -22.783245]
[ 15.228612 -13.744587]
[  6.7112174 -11.627183 ]
[  5.4800544 -12.004626 ]
[ 22.30021 -24.74243]
[ 15.071498 -13.074037]
[ 20.073421 -22.518005]
[ 19.538454 -22.048449]
[-76.24791   40.464817]
[  1.2853749 -11.8745365]
[ 12.146996 -14.632699]
[ 13.609978 -17.671015]
[-0.4106519  2.293016 ]
[ -9.428943 -15.390144]
[  9.624564 -12.939564]
[ 18.569717 -21.25622 ]
[  8.812782 -11.626148]
[ 2.417872  -7.4980283]
[ 3.7901695 16.366217 ]
[ 13.818688 -17.934242]
[  1.4871457 -11.477424 ]
[  4.474252 -11.474425]
[1.4131463 0.8126929]
[2.2435997 1.053097 ]
[2.4843907 1.2226124]
[  9.959434 -12.362333]
[10.099829 28.887432]
[  5.849105 -11.617296]
[  0.06094868 -13.725877  ]
[-73.76646   38.666145]
[ 4.0708556 36.769535 ]
[ -9.279805 -17.13884 ]
[16.953438  -7.9206195]
[  0.3154625 -13.210811 ]
[ -1.6765872 -15.540979 ]
[  8.250385  -12.6510935]
[-76.24791   40.464817]
[ -4.9551816 -18.032434 ]
[ 10.247093 -14.051686]
[ 10.755005 -12.750851]
[  8.588639 -12.952962]
[  0.94176704 -11.758127  ]
[ 12.204393 -14.721425]
[-76.24791   40.464817]
[10.516191 31.532263]
[ -8.905516 -14.132209]
[ 22.250769 -24.687483]
[  9.523112 -12.117226]
[  4.9141636 -11.4977455]
[19.948612 27.115461]
[21.194292 27.673796]
[ -8.054619 -13.307247]
[ 10.29424  -12.498179]
[ 13.476772 -17.365242]
[  4.170331 -11.345766]
[  9.340806 -11.589677]
[ 22.313496 -24.756044]
[-24.82456   16.168968]
[ 12.480669 -15.332767]
[ 17.107605 -20.203514]
[  9.2752905 -13.047579 ]
[ -0.6806216 -14.829395 ]
[ -1.5065327 -14.328514 ]
[ 2.1956131 -4.0816054]
[-0.16502862  6.759852  ]
[-71.12511   36.736816]
[ -3.3255403 -10.193593 ]
[  9.220492 -11.606362]
[ 12.587527 -15.504903]
[ -0.9512182 -13.305155 ]
[ 22.167625 -24.619902]
[ 18.509012 -21.205053]
[-63.763012  31.498861]
[ 22.221016 -24.664326]
[ -5.895925 -18.21165 ]
[ 5.734557 21.633116]
[ -3.5226166 -10.613865 ]
[ 17.880104 -20.707342]
[ 4.253276 36.596905]
[-1.0843976  6.5213118]
[ 22.202906 -24.635563]
[ 12.567626 -16.246872]
[ 12.545715 -15.429073]
[ 10.851112  -13.2373085]
[0.7871898  0.20499006]
[  9.902738 -11.804095]
[-1.6500391 17.499413 ]
[ 14.870469 -19.04791 ]
[ 22.278574 -24.71583 ]
[ -2.5457137 -16.141342 ]
[ -0.84478647 -15.118282  ]
[ -1.0891424 -15.294871 ]
[ 13.474639 -17.254927]
[  6.115688 -11.893292]
[-76.24791   40.464817]
[ 14.433501 -18.626806]
[ 1.7649093 -2.0229096]
[-0.3640621  9.972851 ]
[16.989632  -7.8954415]
[ 12.883125 -16.15314 ]
[-75.09949   39.628414]
[ 15.496347 -19.53726 ]
[-2.1587913 -9.644401 ]
[  5.4122157 -11.196816 ]
[ 21.423449 -23.893518]
[1.6149309 7.444556 ]
[  7.0301433 -12.089226 ]
[26.155214 34.000034]
[-76.24791   40.464817]
[  8.358299 -13.158023]
[ 18.423597 -21.133368]
[  3.6469321 -11.267701 ]
[ 20.216541 -22.647846]
[ -9.296198 -16.74556 ]
[ 10.053556 -11.245958]
[ 14.199253 -10.626812]
[ -9.454434 -15.37983 ]
[-75.975136  40.26672 ]
[1.7261415 0.9571358]
[-59.3353    28.631115]
[  1.5454187 -10.113688 ]
[ 10.451313 -13.947977]
[ 15.448921 -14.583632]
[ -0.6214064 -11.813271 ]
[ 1.0762163 -1.3923869]
[ -0.63108754 -14.798623  ]
[ 19.655552 -22.147339]
[ 22.25066  -24.690073]
[ 2.385024 13.264072]
[ 12.229754 -14.75615 ]
[ 22.2772   -24.714035]
[ 20.266174 -22.698908]
[ 16.314962 -16.834723]
[16.305866 27.354494]
[ 17.757875 -20.622263]
[ 16.52955 -17.49074]
[ 15.286461 -14.102018]
[ 19.493494 -22.031366]
[-0.29238743  1.5804118 ]
[  6.1815095 -11.718141 ]
[-76.24791   40.464817]
[12.3748455 30.499266 ]
[  8.5680485 -12.561054 ]
[  5.2738194 -11.894586 ]
[ 12.17812  -14.675627]
[ 22.241276 -24.677969]
[15.8719845 27.544132 ]
[-2.174857 17.328928]
[16.803415 -8.087097]
[  9.126542 -12.41793 ]
[  9.971933 -12.772857]
[  2.5247946 -11.045554 ]
[ 15.284257 -14.097846]
[-76.24571  40.46323]
[19.092587 26.725653]
[  7.0011435 -11.88078  ]
[15.792477 48.497   ]
[ -4.9522905 -18.033382 ]
[ 15.435569 -14.549998]
[ 15.834038 -19.706842]
[ -6.6693454 -12.138597 ]
[ 12.219725 -16.261536]
[ 2.673829 -6.820604]
[-0.31952307 10.168079  ]
[ 1.9921429 -2.7177951]
[ 1.4823414 14.475081 ]
[ -3.2069001 -16.964834 ]
[ -3.5923872 -17.32529  ]
[  1.715156 -11.4535  ]
[ 11.252114 -13.680753]
[ 11.235046 -13.978835]
[  1.7506716 -11.791718 ]
[  6.3306766 -11.233376 ]
[ 22.23212  -24.664473]
[ -2.823465 -16.603802]
[ 8.152801 32.131767]
[ -1.2001601 -15.339285 ]
[-76.24791   40.464817]
[  8.028216 -12.802379]
[ 13.295048 -16.554241]
[ 16.643864 -20.035574]
[ 4.588701 19.383085]
[ 17.80743  -20.450624]
[  6.958795 -12.49569 ]
[0.00713785 0.9205783 ]
[  0.40121233 -12.645521  ]
[18.19094  26.673513]
[16.986227  -7.8979893]
[22.883186 43.14251 ]
[ -2.5391047 -16.343798 ]
[ 7.1463795 25.739893 ]
[ 16.102575 -16.395233]
[ 16.38038  -19.942593]
[0.46929133 7.864245  ]
[ 11.595666 -14.075369]
[16.891096 -8.000804]
[ 15.069957 -13.042545]
[-73.647285  38.577297]
[ 10.31541  -12.577594]
[  0.13817663 -13.571707  ]
[ 16.333334 -19.919262]
[0.2170806  0.12357242]
[ 18.389439 -21.104319]
[0.8395911 5.0891275]
[ 14.29333  -18.485159]
[-76.24791   40.464817]
[ 8.205096 26.841698]
[-0.0347293  4.959688 ]
[ -9.415535 -15.860201]
[ 19.923391 -22.392267]
[0.059282  5.2921824]
[ 2.1420603 39.238785 ]
[-76.24791   40.464817]
[ -6.859353 -18.051365]
[  0.01930642 -12.65772   ]
[-0.60012513  3.2651908 ]
[ 2.2171493 -8.792601 ]
[ -9.246388 -17.503664]
[-3.4137636e-03  1.8184071e+01]
[-11.509709  15.357295]
[ 10.704001 -14.457917]
[ -1.0016052 -10.440219 ]
[ -6.8800354 -18.046276 ]
[ -3.2907073 -10.156234 ]
[26.157465 36.590294]
[ 13.491051 -17.424717]
[ -0.9295715 -12.813511 ]
[-74.540146  39.22104 ]
[ -3.2522333 -12.845352 ]
[  9.279601 -14.490622]
[0.10375653 3.966036  ]
[-75.96486   40.259144]
[21.846796 27.663565]
[ 6.2385693 24.63208  ]
[ 0.89710283 18.539455  ]
[5.595743  1.9825368]
[ 2.144509 47.150593]
[ 1.0392185 -3.3287945]
[ 9.859573 31.866396]
[ 4.181667 36.663383]
[ 14.090497 -11.57788 ]
[-50.140556  22.88279 ]
[ 3.8161287 16.759628 ]
[  4.623529 -12.078154]
[ 17.883047 -20.532001]
[-0.24815466  5.862161  ]
[ -3.3789907 -14.260771 ]
[ 7.1405478 23.07778  ]
[22.903664 28.123837]
[ 11.360156 -14.974229]
[ 9.116102 28.528969]
[10.98546 48.95757]
[-76.24791   40.464817]
[17.471992 26.90792 ]
[-76.141426  40.387268]
[13.2684555 29.36283  ]
[  5.822569  -12.0034895]
[14.8421545 28.018349 ]
[25.779848 39.320835]
[-3.9202998 16.661713 ]
[13.741307 28.65796 ]
[ -9.051952 -17.604267]
[-15.242109  15.1999  ]
[ 6.580179 24.865921]
[25.838737 32.72941 ]
[26.153051 34.062965]
[12.338664 30.571426]
[-76.24791   40.464817]
[-7.147785 15.62415 ]
[19.703905 27.080345]
[-53.563114  24.956587]
[19.891586 27.079758]
[12.444689 30.40858 ]
[-10.998621  15.349866]
[-76.24791   40.464817]
[21.43574 44.65272]
[ 2.3334203 -8.153397 ]
[ 8.376587 27.067976]
[22.387856 27.925667]
[-22.641237  15.767796]
[-68.005226  34.462112]
[ 1.4876274 40.42609  ]
[  6.0633554 -12.66733  ]
[ 0.99813443 45.14637   ]
[13.022001 29.697521]
[2.2716246 0.9914581]
[-1.949348 17.417938]
[ 2.2188306 19.628542 ]
[26.193783 36.587402]
[ 2.8126457 -5.8760977]
[ -4.56761  -10.998502]
[ 7.2388277 25.720793 ]
[ -9.248775 -14.505825]
[  9.325947  -11.6953125]
[-76.24322  40.46142]
[ -1.7178227 -15.572974 ]
[ -6.9299107 -18.034119 ]
[ 19.507236 -22.043142]
[  9.4904785 -11.810251 ]
[ 0.50468135 -0.14232293]
[ 14.465374 -18.667099]
[-75.36838  39.82438]
[-33.913464  13.34815 ]
[  3.4106655 -10.64792  ]
[5.5607553 1.9864593]
[ 22.317387 -24.758205]
[-0.33256903 15.242292  ]
[ -9.411898 -16.436508]
[ -9.38034  -16.703045]
[ 15.512358 -19.549776]
[ 16.537199 -18.424953]
[-19.252892  15.666623]
[ 2.2697036 -0.4185244]
[-76.24791   40.464817]
[-2.5313752 -9.766827 ]
[15.710702 -8.996194]
[ 4.0769963 36.76287  ]
[17.665392 26.871058]
[ -1.8208797 -15.664715 ]
[ 7.4885798 25.67763  ]
[ 1.2154868 -1.551801 ]
[-75.33817   39.802242]
[ -4.0126853 -10.630416 ]
[-74.20206   38.977264]
[ -9.404064 -16.430826]
[ 1.265109 14.084116]
[ 0.4498121 12.659022 ]
[0.91830254 1.1083286 ]
[ -0.7976162 -11.754656 ]
[-76.24791   40.464817]
[ -6.232491 -18.157778]
[0.10710078 2.9292479 ]
[-76.10261  40.35961]
[ -8.621586 -17.714067]
[ -1.7564217 -15.588029 ]
[-28.743225  13.893043]
[  0.68766564 -11.348622  ]
[  3.5469513 -11.212934 ]
[  4.393072 -11.27045 ]
[ -1.8055362 -15.627621 ]
[ 11.176686 -14.237998]
[25.39305 31.71854]
[23.955925 41.737186]
[  6.668587 -11.365159]
[16.940489  -7.9625564]
[ -0.5618918 -12.733637 ]
[ 21.712309 -24.413696]
[ 0.46314502 12.678226  ]
[ -8.058426 -17.808828]
[ -1.432517 -15.424672]
[ -0.48649615 -14.5457945 ]
[ -4.0525503 -17.627634 ]
[-64.89634  32.23064]
[  0.2642404 -13.311297 ]
[ -0.271022 -14.341997]
[  6.7168107 -11.22761  ]
[  9.671299 -11.497505]
[  1.188846  -11.1497345]
[ 14.37032  -18.575842]
[ 7.6590486 26.046669 ]
[ -0.05027544 -13.933788  ]
[ 0.16647004 -3.1126347 ]
[ -2.7528071 -16.528112 ]
[-0.796635  5.971373]
[0.7787274 2.027275 ]
[ 2.3042629 -8.432874 ]
[-0.4597943  6.6893034]
[-31.143349  11.145041]
[-19.657629  14.69637 ]
[ 2.713426  -6.2809134]
[24.95566  30.676302]
[-0.7816607 -5.4931726]
[-4.955693 16.341675]
[ -9.470101 -15.740573]
[11.113158 31.172066]
[0.6955753 7.7629695]
[-46.56959  20.89792]
[17.944033 26.874884]
[19.341457 26.90916 ]
[ 3.8192742 37.025394 ]
[1.4980118 8.3241825]
[15.154476 27.90893 ]
[18.29261 47.44808]
[-23.212927  15.395055]
[-6.3823667 15.826629 ]
[ 4.144842 36.69438 ]
[ 5.47545  23.650766]
[ 5.951598 24.147657]
[24.567621 41.213814]
[-10.033862  15.368391]
[22.452993 27.916143]
[17.39183  27.025583]
[ -2.9256716 -10.0317   ]
[ 1.2587124 -5.1466985]
[-0.5619068  2.5790303]
[-2.1981218 17.328247 ]
[23.744865 28.814978]
[24.910412 40.842117]
[11.118336 48.984024]
[23.038988 28.170156]
[-75.6034   39.99842]
[-1.2701013 17.697721 ]
[22.912785 28.113874]
